Date,CROX,NFLX,TIF,TSLA
2014-04-22,14.78,53.2714,88.14,218.64
2014-04-23,14.99,50.5,87.9,207.99
2014-04-24,15.03,49.1529,88.37,207.86
2014-04-25,15.04,46.0114,87.11,199.85
2014-04-28,14.81,44.8871,85.45,198.51
2014-04-29,15.3,45.6957,87.34,206.92
2014-04-30,15.13,46.0057,87.49,207.89
2014-05-01,15.55,48.0741,88.12,207.73
2014-05-02,15.17,48.6643,88.41,210.91
2014-05-05,15.01,49.1971,87.8,216.61
2014-05-06,14.6,46.5986,86.73,207.28
2014-05-07,14.48,45.7914,86.71,201.35
2014-05-08,14.42,45.9514,88.9,178.59
2014-05-09,14.7,46.9357,89.36,182.26
2014-05-12,15.06,49.35,89.63,184.67
2014-05-13,14.85,49.5914,89.7,190.16
2014-05-14,14.8,50.2686,89.31,190.62
2014-05-15,15.07,49.17,88.17,188.59
2014-05-16,15.18,49.9829,90.48,191.56
2014-05-19,15.095,52.0714,90.75,196.09
2014-05-20,14.71,53.0957,88.23,195.3
2014-05-21,14.75,55.8,96.3,199.45
2014-05-22,14.81,55.9714,96.55,204.88
2014-05-23,14.93,57.4786,96.59,207.3
2014-05-27,15.26,56.9729,97.92,211.56
2014-05-28,14.97,57.32,97.78,210.24
2014-05-29,15.03,59.3143,99.13,210.24
2014-05-30,14.93,59.69,99.41,207.77
2014-06-02,14.89,60.2943,99.15,204.7
2014-06-03,14.83,59.6529,99.25,204.94
2014-06-04,14.95,60.4586,99.98,203.99
2014-06-05,15.03,61.1929,99.68,206.9
2014-06-06,15.35,61.4471,100.22,208.171
2014-06-09,15.29,60.4414,100.41,205.31
2014-06-10,15.04,61.1843,100.58,202.3
2014-06-11,14.88,61.4286,99.88,204.47
2014-06-12,14.7,60.35,98.95,203.52
2014-06-13,14.56,61.1014,99.03,206.42
2014-06-16,14.56,61.4657,99.33,224.61
2014-06-17,14.95,63.3786,99.81,231.67
2014-06-18,15.03,64.0971,99.9,227.12
2014-06-19,15,63.0557,99.28,227.79
2014-06-20,14.84,62.8829,99.65,229.59
2014-06-23,14.69,62.7886,99.87,237.22
2014-06-24,14.49,62.3371,99.32,232.5
2014-06-25,14.75,63.4586,99.83,236.891
2014-06-26,14.6,62.8014,99.98,235.6
2014-06-27,14.82,63.1543,100.51,239.06
2014-06-30,15.03,62.9429,100.25,240.06
2014-07-01,15.07,67.5857,101.98,239.72
2014-07-02,15.05,66.6771,102.05,229.425
2014-07-03,15.18,67.4786,102.83,229.25
2014-07-07,15,65.8029,102.18,222.66
2014-07-08,14.88,63.5786,101.01,219.07
2014-07-09,15.1,63.2857,102.57,223.06
2014-07-10,14.85,62.65,101.5,219.46
2014-07-11,14.67,62.8514,101.24,218.13
2014-07-14,14.73,64.6543,101.03,226.7
2014-07-15,14.57,64.1557,101.11,219.58
2014-07-16,14.74,63.4914,100.14,217.16
2014-07-17,14.5,62.7657,98.55,215.4
2014-07-18,14.86,63.4529,99.68,220.0201
2014-07-21,14.84,64.5643,99.09,220.54
2014-07-22,16.68,61.5843,99.52,219.58
2014-07-23,16.56,61.1286,99.28,222.49
2014-07-24,16.32,60.7686,100.25,223.54
2014-07-25,16.26,60.2657,99.33,223.57
2014-07-28,16.29,60.6657,98.25,224.82
2014-07-29,16.31,60.6114,97.6,225.01
2014-07-30,16.26,62.0514,99.67,228.92
2014-07-31,15.87,60.3886,97.61,223.3
2014-08-01,15.87,60.7714,96.82,233.27
2014-08-04,15.93,60.3857,97.49,238.52
2014-08-05,16.11,60.4071,97.15,238.49
2014-08-06,16.15,61.4714,97.79,248.9301
2014-08-07,15.62,64.2386,97.06,252.39
2014-08-08,15.78,63.6929,99,248.13
2014-08-11,15.97,64.5057,99.32,259.32
2014-08-12,15.6,63.7729,99.55,259.96
2014-08-13,15.65,64.5043,96.98,260.31
2014-08-14,15.59,64.41,96.99,261.38
2014-08-15,15.55,65.5843,96.51,262.01
2014-08-18,15.7,66.5714,98.11,259.94
2014-08-19,15.68,66.8786,99.09,256.76
2014-08-20,15.67,67.4557,99.47,255.71
2014-08-21,15.6,67.4357,99.22,254.34
2014-08-22,15.55,68.4557,100.54,256.78
2014-08-25,15.805,68.7043,100.23,262.55
2014-08-26,15.97,68.48,100.77,261.74
2014-08-27,15.65,67.8143,101.75,263.25
2014-08-28,15.47,67.8871,101.64,263.86
2014-08-29,15.45,68.2343,100.94,269.7
2014-09-02,15.51,68.0857,101.68,284.12
2014-09-03,15.3,68.1986,100.86,281.19
2014-09-04,15.38,67.5243,102.64,286.04
2014-09-05,15.25,67.9543,103.47,277.39
2014-09-08,15.24,68.4757,102.54,282.11
2014-09-09,15.05,68.43,101.6,278.48
2014-09-10,15.04,69.1986,101.09,281.1
2014-09-11,14.25,68.7943,101.18,280.31
2014-09-12,14.05,68.0786,101.15,279.2
2014-09-15,13.66,65.3929,100.71,253.86
2014-09-16,13.61,65.2729,101.41,260.74
2014-09-17,13.45,64.9329,100.23,261.38
2014-09-18,13.32,65.5729,99.99,263.82
2014-09-19,13.06,65.36,99.55,259.32
2014-09-22,12.89,63.2543,97.02,250.03
2014-09-23,12.84,63.4143,95.99,250.41
2014-09-24,12.65,64.3657,98.5,252.14
2014-09-25,12.44,63.3557,97.49,246.95
2014-09-26,12.49,64.1071,98.14,246.6
2014-09-29,12.75,64.2229,97.36,245.26
2014-09-30,12.58,64.4543,96.31,242.68
2014-10-01,12.41,62.6857,94.33,240.24
2014-10-02,12.59,64.2829,95.05,251.42
2014-10-03,12.59,65.6486,95.15,255.21
2014-10-06,12.4,66.2114,95.15,260.62
2014-10-07,12.11,65.1786,93.59,259.57
2014-10-08,12.37,66.6943,94.99,259.28
2014-10-09,11.99,65.9457,92.63,257.01
2014-10-10,11.8,64.5829,91.49,236.91
2014-10-13,11.68,62.6543,89.21,224.59
2014-10-14,11.78,64.16,88.86,227.06
2014-10-15,12.19,64.0843,87.77,229.7
2014-10-16,12.29,51.6714,90.72,226.35
2014-10-17,12.1,51.0129,88.84,227.48
2014-10-20,12.23,51.3171,91.03,230.47
2014-10-21,12.52,52.2843,93.21,235.34
2014-10-22,12.215,53.5214,93,231.1
2014-10-23,11.97,54.72,94.4,235.29
2014-10-24,12.03,55.0029,94.44,235.24
2014-10-27,12.15,54.2,94.43,221.67
2014-10-28,11.76,55.1743,94.74,242.77
2014-10-29,11.59,54.0143,94.76,238.1
2014-10-30,11.42,54.1443,95.26,238.66
2014-10-31,11.68,56.11,96.12,241.7
2014-11-03,11.54,55.4871,96.34,242.59
2014-11-04,11.49,54.6829,94.34,238.93
2014-11-05,12.22,54.34,95.72,230.97
2014-11-06,12.51,54.7571,98,241.22
2014-11-07,12.4,54.88,98.86,240.2
2014-11-10,12.57,55.3243,99.58,241.93
2014-11-11,12.59,54.65,99.94,251.08
2014-11-12,12.6,54.8371,102.89,249.1
2014-11-13,12.51,54.2014,103.31,251.7
2014-11-14,12.54,55.1486,102.39,258.68
2014-11-17,12.39,54.4486,101.78,253.98
2014-11-18,12.42,54.4329,102.02,257.7
2014-11-19,12.4,51.8714,102.69,247.74
2014-11-20,12.79,52.5914,104.28,248.71
2014-11-21,12.8,51.4686,103.91,242.78
2014-11-24,12.97,50.9243,105.01,246.72
2014-11-25,13.02,49.8557,107.6,248.09
2014-11-26,13.29,50.1657,106.21,248.44
2014-11-28,13.28,49.5129,107.92,244.52
2014-12-01,12.94,48.83,106.8,231.64
2014-12-02,13.03,50.33,107.4,231.43
2014-12-03,13,50.7314,107.19,229.3
2014-12-04,12.96,50.0857,107.33,228.28
2014-12-05,12.89,50.1314,107.46,223.71
2014-12-08,12.97,48.4971,106.3,214.36
2014-12-09,12.96,49.1114,106.21,216.89
2014-12-10,12.39,47.76,103.92,209.84
2014-12-11,12.16,47.8043,104.71,208.88
2014-12-12,12.13,47.7829,104.07,207
2014-12-15,12.16,46.72,104.13,204.04
2014-12-16,12.37,45.2057,101.83,197.81
2014-12-17,12.31,47.6643,104.19,205.82
2014-12-18,12.31,47.7743,103.62,218.26
2014-12-19,12.095,48.5886,103.57,219.29
2014-12-22,12.16,48.0971,103.9,222.6
2014-12-23,12.33,48.0614,106.99,220.97
2014-12-24,12.37,48.8714,107.27,222.26
2014-12-26,12.47,48.5786,107.57,227.82
2014-12-29,12.55,48.8471,108.67,225.71
2014-12-30,12.47,49.0329,107.42,222.23
2014-12-31,12.49,48.8014,106.86,222.41
2015-01-02,12.49,49.8486,105.5,219.31
2015-01-05,12.61,47.3114,103.75,210.09
2015-01-06,12.08,46.5014,102.17,211.28
2015-01-07,11.7,46.7429,105.18,210.95
2015-01-08,11.82,47.7793,105.14,210.615
2015-01-09,11.18,47.0414,103.45,206.66
2015-01-12,11.14,45.5471,89.01,202.21
2015-01-13,10.98,46.2557,86.3,204.25
2015-01-14,11.04,46.32,86.74,192.69
2015-01-15,10.8,46.2514,85.7,191.87
2015-01-16,10.945,48.1914,88.4,193.07
2015-01-20,10.85,49.8286,89.94,191.93
2015-01-21,10.74,58.4686,89.98,196.57
2015-01-22,10.77,61.2057,90.97,201.62
2015-01-23,10.77,62.4936,91.08,201.29
2015-01-26,10.61,63.7943,91.05,206.55
2015-01-27,10.6,64.8814,90.29,205.98
2015-01-28,10.74,63.2086,88.69,199.37
2015-01-29,10.77,63.4,89.11,205.2
2015-01-30,10.6,63.1143,86.64,203.6
2015-02-02,10.7,63.0093,87.12,210.94
2015-02-03,10.79,65.2743,90,218.36
2015-02-04,10.635,64.1014,88.42,218.55
2015-02-05,10.835,64.13,87.98,220.99
2015-02-06,10.76,63.48,86.62,217.36
2015-02-09,10.53,63.295,87.63,217.48
2015-02-10,10.45,64.85,89.67,216.29
2015-02-11,10.55,64.9843,87.69,212.8
2015-02-12,10.58,65.2471,88.1,202.88
2015-02-13,10.62,66.5857,89.05,203.77
2015-02-17,10.7,67.1371,89.35,204.35
2015-02-18,10.98,67.8657,89.3,204.46
2015-02-19,11.01,67.8,88.65,211.705
2015-02-20,10.75,68.3143,90.2,217.11
2015-02-23,10.48,67.4057,89.99,207.335
2015-02-24,10.46,67.84,89.52,204.11
2015-02-25,10.64,68.3329,89.76,203.76
2015-02-26,10.69,69.0043,88.7,207.19
2015-02-27,11.15,67.8443,88.22,203.34
2015-03-02,11.18,68.6071,90.6,197.325
2015-03-03,11.3,67.8157,88.94,199.56
2015-03-04,11.52,67.11,86.79,202.435
2015-03-05,11.45,66.8071,86.98,200.63
2015-03-06,11.38,64.8743,85.17,193.88
2015-03-09,11.44,63.6614,84.41,190.88
2015-03-10,11.2,62.1514,83.44,190.32
2015-03-11,11.51,62.8843,84.2,193.74
2015-03-12,11.93,64.0457,86.3,191.07
2015-03-13,11.87,62.6286,85.79,188.68
2015-03-16,11.67,60.2814,85.77,195.7
2015-03-17,11.68,59.7886,84.98,194.73
2015-03-18,11.805,60.4457,85.45,200.71
2015-03-19,11.93,60.7443,86.37,195.65
2015-03-20,12.08,61.185,82.93,198.08
2015-03-23,12.205,60.7143,87.74,199.63
2015-03-24,12.21,62.6114,88.05,201.72
2015-03-25,11.97,60.25,88.06,194.3
2015-03-26,11.42,59.7514,86.29,190.405
2015-03-27,11.62,59.2529,86.48,185
2015-03-30,11.7,60.3671,88.59,190.57
2015-03-31,11.81,59.5271,88.01,188.77
2015-04-01,11.93,59.0171,86.13,187.59
2015-04-02,11.98,59.1543,86.81,191
2015-04-06,12.12,60.33,88.46,203.1
2015-04-07,12.27,60.4943,88.02,203.25
2015-04-08,12.3,63.05,89.41,207.67
2015-04-09,12.38,62.7857,89.28,210.09
2015-04-10,12.43,64.9386,89.45,210.9
2015-04-13,12.41,67.8114,89.08,209.78
2015-04-14,12.32,68.3871,87.4,207.46
2015-04-15,12.3,67.9229,87.42,207.83
2015-04-16,12.47,80.2929,85.74,206.7
2015-04-17,12.15,81.65,84.59,206.79
2015-04-20,12.55,81.0557,84.87,205.27
2015-04-21,12.63,80.0629,84.15,209.41
2015-04-22,12.74,79.6686,85.1,219.44
2015-04-23,12.97,79.8657,86.51,218.6
2015-04-24,12.97,79.7707,87.12,218.425
2015-04-27,13.37,80.8686,85.97,231.55
2015-04-28,13.49,80.4371,86.42,230.48
2015-04-29,13.4,80.4071,86.94,232.45
2015-04-30,13.2,79.5,87.48,226.05
2015-05-01,12.93,79.5757,89.17,226.03
2015-05-04,13.49,79.2714,88.8,230.51
2015-05-05,13.35,80.7929,88.81,232.95
2015-05-06,13.11,80.0771,86.98,230.43
2015-05-07,13.19,80.7486,87.98,236.8
2015-05-08,14.02,82.0857,88.65,236.61
2015-05-11,14.27,84.2779,87.47,239.49
2015-05-12,14.34,83.3771,88.02,244.74
2015-05-13,14.54,82.8729,86.93,243.18
2015-05-14,15.29,83.8357,85.54,244.1
2015-05-15,15.79,87.6071,86.52,248.84
2015-05-18,15.85,88.2671,86.64,248.75
2015-05-19,15.87,88.0686,86.41,247.14
2015-05-20,15.88,88.79,86.41,244.35
2015-05-21,15.58,89.0029,86.9,245.62
2015-05-22,15.72,88.8386,86.91,247.73
2015-05-26,15.32,87.9929,85.53,247.455
2015-05-27,15.47,89.8571,94.54,247.43
2015-05-28,15.14,89.5071,94.63,251.45
2015-05-29,15.04,89.1514,93.73,250.8
2015-06-01,15.19,89.0029,93.78,249.45
2015-06-02,15.035,89.13,94.02,248.35
2015-06-03,15.31,88.8086,93.92,248.99
2015-06-04,15,89.3486,92.86,245.92
2015-06-05,15.05,90.46,92.87,249.14
2015-06-08,14.995,89.6043,92.19,256.29
2015-06-09,15.07,92.45,92.07,256
2015-06-10,15.47,95.8714,93.11,250.7
2015-06-11,15.34,95.0943,92.85,251.41
2015-06-12,15.22,94.4186,92.08,250.69
2015-06-15,15.36,93.4314,91.66,250.38
2015-06-16,15.49,95.2729,92.16,253.12
2015-06-17,15.17,94.2714,92.59,260.41
2015-06-18,15.26,94.7429,93.15,261.89
2015-06-19,14.99,93.8714,92.47,262.51
2015-06-22,15.19,96.4143,93.26,259.79
2015-06-23,15,97.3129,94.15,267.67
2015-06-24,14.73,96.9443,93.52,265.17
2015-06-25,14.93,94.8914,93.54,268.79
2015-06-26,14.96,93.0886,94.24,267.09
2015-06-29,14.74,92.2314,91.14,262.02
2015-06-30,14.71,93.8486,91.8,268.26
2015-07-01,14.66,93.6357,93.77,269.15
2015-07-02,14.6,94.0443,94.02,280.02
2015-07-06,14.59,94.5714,92.91,279.72
2015-07-07,14.72,94.0914,94.5,267.88
2015-07-08,14.3,93.5071,90.25,254.96
2015-07-09,14.44,95.7271,91.03,257.92
2015-07-10,14.59,97.2286,91.95,259.15
2015-07-13,15.11,101.0871,93.28,262.16
2015-07-14,15.12,100.3714,93.33,265.65
2015-07-15,15.03,98.13,93.68,263.14
2015-07-16,15.13,115.81,93.99,266.68
2015-07-17,14.68,114.77,92.88,274.66
2015-07-20,14.37,110.55,94,282.26
2015-07-21,14.46,112.51,93.9,266.77
2015-07-22,14.44,111.5,94.76,267.87
2015-07-23,14.24,110.1,95.24,267.2
2015-07-24,14.17,109.34,93.24,265.41
2015-07-27,13.59,106.43,90.82,253.01
2015-07-28,13.94,106.9,91.99,264.82
2015-07-29,14.13,107.08,94.38,263.82
2015-07-30,15.48,111.56,95,266.79
2015-07-31,15.73,114.31,95.7,266.15
2015-08-03,15.03,112.56,94.02,259.99
2015-08-04,14.97,121.15,94.79,266.28
2015-08-05,15.03,123.71,94.82,270.13
2015-08-06,14.92,126.45,93.26,246.13
2015-08-07,15.05,123.52,93.37,242.51
2015-08-10,15.36,123.03,95.61,241.14
2015-08-11,15.6,122.74,93.6,237.37
2015-08-12,15,120.51,89.75,238.17
2015-08-13,15.12,123.73,90.13,242.51
2015-08-14,15.03,123.39,90.33,243.15
2015-08-17,14.82,125.36,90.97,254.99
2015-08-18,14.66,124.05,91.55,260.72
2015-08-19,14.82,122.06,91.29,255.25
2015-08-20,14.37,112.49,88.99,242.18
2015-08-21,14.19,103.96,85.89,230.77
2015-08-24,13.36,96.88,82.99,218.87
2015-08-25,13.24,101.52,81.84,220.03
2015-08-26,13.995,110.13,85.08,224.84
2015-08-27,14.15,117.66,83.29,242.99
2015-08-28,14.52,117.63,83.61,248.48
2015-08-31,14.73,115.03,82.25,249.06
2015-09-01,14.08,105.79,79.94,238.63
2015-09-02,14.19,105.44,81.8,247.69
2015-09-03,14.15,101.06,81.38,245.57
2015-09-04,13.87,98.79,80.31,241.93
2015-09-08,13.97,94.95,81.87,248.17
2015-09-09,13.78,99.18,80.96,248.91
2015-09-10,13.79,99.48,80.2,248.48
2015-09-11,13.87,97.51,80.1,250.24
2015-09-14,14.02,95.69,79.6,253.19
2015-09-15,13.82,99.16,80.32,253.57
2015-09-16,14.71,104.08,81.44,262.25
2015-09-17,14.79,104.21,80.61,262.07
2015-09-18,14.4,102.62,79.35,260.62
2015-09-21,14.78,100.3,79.37,264.2
2015-09-22,15.17,98.47,78.71,260.94
2015-09-23,15.24,98.07,78.64,261.06
2015-09-24,14.74,103.76,77.91,263.12
2015-09-25,14.44,102.24,77.38,256.91
2015-09-28,13.71,99.47,74.88,248.43
2015-09-29,13.94,98.35,75.2,246.65
2015-09-30,12.925,103.26,77.22,248.4
2015-10-01,11.11,105.98,76.58,239.88
2015-10-02,11.35,106.11,77.9,247.57
2015-10-05,11.57,111.25,80.25,246.15
2015-10-06,11.455,108.33,79.86,241.46
2015-10-07,11.68,108.1,80.21,231.96
2015-10-08,11.93,114.93,81.67,226.72
2015-10-09,11.935,113.33,81.4,220.69
2015-10-12,11.76,113.45,80.54,215.58
2015-10-13,11.42,109.73,78.78,219.25
2015-10-14,11.27,110.23,78.81,216.88
2015-10-15,11.43,101.09,79.27,221.31
2015-10-16,11.38,98.99,79.03,227.01
2015-10-19,11.44,101.69,80.04,228.1
2015-10-20,11.16,98.99,79.9,213.03
2015-10-21,11.05,97.96,79.13,210.09
2015-10-22,11.155,97.32,79.25,211.72
2015-10-23,10.86,100.04,78.61,209.09
2015-10-26,10.66,103.04,78.89,215.26
2015-10-27,9.95,103.07,79.55,210.35
2015-10-28,10.38,105.8,81.21,212.96
2015-10-29,10.54,105.12,81.31,211.63
2015-10-30,10.8,108.38,82.44,206.93
2015-11-02,10.88,107.64,82.7,213.79
2015-11-03,10.93,109.74,83.4,208.35
2015-11-04,10.84,114.05,82.67,231.63
2015-11-05,10.37,113.5,83.99,231.77
2015-11-06,9.97,114.06,81.91,232.36
2015-11-09,10,109.86,80.22,225.33
2015-11-10,10.03,112.7,80.09,216.5
2015-11-11,9.67,112.86,77.39,219.08
2015-11-12,9.33,108.92,76.82,212.94
2015-11-13,9.38,103.65,74.47,207.19
2015-11-16,9.78,111.35,75.23,214.31
2015-11-17,9.61,117.1,74.13,214
2015-11-18,10.14,120.63,74.42,221.07
2015-11-19,10.21,120.22,74.24,221.8
2015-11-20,10.28,123.84,75.14,220.01
2015-11-23,10.61,125.03,76.55,217.75
2015-11-24,10.9,123.31,79.32,218.25
2015-11-25,11.17,124.16,80.77,229.64
2015-11-27,11.19,125.44,79.73,231.61
2015-11-30,11.125,123.33,79.68,230.26
2015-12-01,11.17,125.37,79.43,237.19
2015-12-02,11.22,128.93,77.85,231.99
2015-12-03,10.82,126.81,76.13,232.71
2015-12-04,10.62,130.93,76.88,230.38
2015-12-07,10.8,125.36,76.12,231.13
2015-12-08,11.06,126.98,76.11,226.72
2015-12-09,11.45,124.2,76.45,224.52
2015-12-10,11.46,122.91,76.49,227.07
2015-12-11,11.08,118.91,75.22,217.02
2015-12-14,10.67,120.67,73.98,218.58
2015-12-15,10.685,118.6,74.33,221.09
2015-12-16,10.58,122.64,75.51,234.51
2015-12-17,10.47,122.51,73.23,233.39
2015-12-18,10.28,118.02,71.84,230.46
2015-12-21,10.36,116.63,74.48,232.56
2015-12-22,10.7,116.24,75.98,229.95
2015-12-23,10.61,118.16,77.76,229.7
2015-12-24,10.57,117.33,76.95,230.57
2015-12-28,10.28,117.11,76.6,228.95
2015-12-29,10.55,119.12,77.62,237.19
2015-12-30,10.47,116.71,77.05,238.09
2015-12-31,10.24,114.38,76.29,240.01
2016-01-04,9.8,109.96,74.52,223.41
2016-01-05,9.81,107.66,74.3,223.43
2016-01-06,9.69,117.68,72.92,219.04
2016-01-07,9.56,114.56,70.92,215.65
2016-01-08,9.13,111.39,68.26,211
2016-01-11,8.84,114.97,67.84,207.85
2016-01-12,8.98,116.58,68.41,209.97
2016-01-13,8.7,106.56,66.7,200.31
2016-01-14,8.42,107.06,66.86,206.18
2016-01-15,8.73,104.04,67.65,204.99
2016-01-19,8.43,107.89,64.22,204.72
2016-01-20,9,107.74,61.8,198.7
2016-01-21,8.84,102.35,61.05,199.97
2016-01-22,8.81,100.72,61.65,202.55
2016-01-25,8.8,99.12,60.93,196.38
2016-01-26,8.95,97.83,62.48,193.56
2016-01-27,8.69,91.15,61.61,188.07
2016-01-28,8.91,94.41,61.38,189.7
2016-01-29,9.21,91.84,63.84,191.2
2016-02-01,9.37,94.09,64.73,196.94
2016-02-02,9.06,91.49,63.76,182.78
2016-02-03,9.13,90.74,63.76,173.48
2016-02-04,8.95,89.71,64.68,175.33
2016-02-05,8.6,82.79,63.86,162.6
2016-02-08,9.27,83.32,62.92,147.99
2016-02-09,9.21,86.13,62.17,148.25
2016-02-10,9.15,88.45,61.69,143.67
2016-02-11,8.77,86.35,60.75,150.47
2016-02-12,9.14,87.4,61.73,151.04
2016-02-16,9.34,89.05,63.24,155.17
2016-02-17,9.62,94.76,65.62,168.68
2016-02-18,9.65,90.49,65.26,166.77
2016-02-19,9.34,89.23,64.51,166.58
2016-02-22,9.39,91.93,65.26,177.74
2016-02-23,9.26,89.12,64.42,177.21
2016-02-24,9.55,91.61,64.94,179
2016-02-25,9.86,94.53,65.12,187.43
2016-02-26,9.77,94.79,65.46,190.34
2016-02-29,9.79,93.41,64.98,191.93
2016-03-01,9.14,98.3,67.6,186.35
2016-03-02,9.85,97.61,67.71,188.34
2016-03-03,10.03,97.93,69.1,195.74
2016-03-04,9.9,101.58,69.77,201.04
2016-03-07,9.99,95.49,70.71,205.29
2016-03-08,9.43,96.23,69.38,202.6
2016-03-09,9.23,98,70.2,208.72
2016-03-10,8.9,97.36,70.48,205.18
2016-03-11,9.68,97.66,71.84,207.5
2016-03-14,9.77,98.13,71.86,215.15
2016-03-15,9.65,97.86,70,218.34
2016-03-16,9.54,99.35,70.28,221.93
2016-03-17,9.82,99.72,70.12,226.38
2016-03-18,10.03,101.12,72.19,232.74
2016-03-21,9.82,101.06,71.54,238.32
2016-03-22,9.7,99.84,72.58,234.24
2016-03-23,9.33,99.59,71.98,222.58
2016-03-24,9.21,98.36,70.93,227.75
2016-03-28,8.83,101.21,71.12,230.26
2016-03-29,9.51,104.13,71.84,230.13
2016-03-30,9.19,102.19,72.59,226.89
2016-03-31,9.62,102.23,73.38,229.77
2016-04-01,9.4,105.7,73.77,237.59
2016-04-04,9.17,104.35,72.29,246.99
2016-04-05,9.18,104.94,71.75,255.47
2016-04-06,9.01,104.83,72.25,265.42
2016-04-07,8.91,104.45,70.86,257.2
2016-04-08,8.74,103.81,70.63,250.07
2016-04-11,8.68,102.68,70.83,249.92
2016-04-12,8.78,106.98,70.24,247.82
2016-04-13,9.05,109.65,71.8,254.53
2016-04-14,9.74,110.42,71.01,251.86
2016-04-15,9.66,111.51,71.18,254.51
2016-04-18,9.83,108.4,71.18,253.88
2016-04-19,9.89,94.34,71.76,247.37
2016-04-20,9.82,96.77,72.22,249.97
2016-04-21,9.67,94.98,72.18,248.29
2016-04-22,9.83,95.9,73.03,253.75
2016-04-25,9.74,93.56,72.09,251.82
2016-04-26,9.84,92.43,72.6,253.74
2016-04-27,8.78,91.04,73.36,251.47
2016-04-28,8.65,90.28,72.05,247.71
2016-04-29,8.35,90.03,71.35,240.76
2016-05-02,8.42,93.11,72.04,241.8
2016-05-03,8.36,91.54,71.06,232.32
2016-05-04,8.14,90.79,70.47,222.56
2016-05-05,8.04,89.37,70.02,211.53
2016-05-06,8.06,90.84,69.29,214.93
2016-05-09,7.73,90.54,69.35,208.92
2016-05-10,10.26,92.89,70.72,208.69
2016-05-11,9.55,90.02,66.48,208.96
2016-05-12,9.36,87.74,66.37,207.28
2016-05-13,9.21,87.88,64.43,207.61
2016-05-16,9.31,89.12,65.17,208.29
2016-05-17,9.11,88.63,64.89,204.66
2016-05-18,8.99,90.5,63.96,211.17
2016-05-19,9.04,89.55,63.28,215.21
2016-05-20,9.24,92.49,64.67,220.28
2016-05-23,9.26,94.89,63.96,216.22
2016-05-24,9.41,97.89,63.85,217.91
2016-05-25,9.62,100.2,63.89,219.58
2016-05-26,9.58,102.81,62.55,225.12
2016-05-27,9.84,103.3,62.54,223.04
2016-05-31,9.84,102.57,61.96,223.23
2016-06-01,10.35,101.51,62.33,219.56
2016-06-02,10.38,101.25,63.23,218.96
2016-06-03,10.26,99.59,63.18,218.99
2016-06-06,10.28,100.74,63.01,220.68
2016-06-07,10.34,99.89,64.3,232.34
2016-06-08,10.51,97.86,64,235.52
2016-06-09,10.77,97.09,62.52,229.36
2016-06-10,10.72,93.75,61.77,218.79
2016-06-13,10.51,93.85,61.02,217.87
2016-06-14,10.37,94.12,60.79,214.96
2016-06-15,10.61,94.29,61.72,217.7
2016-06-16,10.64,95.44,60.56,217.93
2016-06-17,10.85,94.45,61.23,215.47
2016-06-20,11.19,93.8,61.75,219.7
2016-06-21,11.29,90.99,61.64,219.61
2016-06-22,11.36,90.01,61.46,196.66
2016-06-23,11.26,91.66,62.63,196.4
2016-06-24,10.84,88.44,60.09,193.15
2016-06-27,10.17,85.33,57.48,198.55
2016-06-28,10.41,87.97,59.07,201.79
2016-06-29,10.96,91.06,60.04,210.19
2016-06-30,11.28,91.48,60.64,212.28
2016-07-01,11.37,96.67,61.3,216.5
2016-07-05,10.8,97.91,59.16,213.98
2016-07-06,10.87,94.6,59.69,214.44
2016-07-07,11.36,95.1,59.53,215.94
2016-07-08,11.73,97.06,61.35,216.78
2016-07-11,12.02,94.67,62.03,224.78
2016-07-12,12.29,95.97,62.68,224.65
2016-07-13,12.31,96.43,62.42,222.53
2016-07-14,12.21,98.02,62.79,221.53
2016-07-15,12.17,98.39,61.3,220.4
2016-07-18,12.15,98.81,61.84,226.25
2016-07-19,11.71,85.84,61.38,225.26
2016-07-20,11.9,87.91,62.39,228.36
2016-07-21,11.74,85.99,62.03,220.5
2016-07-22,11.53,85.89,62,222.27
2016-07-25,11.3,87.66,62,230.01
2016-07-26,11.59,91.41,63.31,229.51
2016-07-27,11.52,92.04,63.11,228.49
2016-07-28,11.41,91.65,63.35,230.61
2016-07-29,11.33,91.25,64.52,234.79
2016-08-01,11.44,94.37,63.69,230.01
2016-08-02,11,93.56,61.42,227.2
2016-08-03,8.44,93.1,61.42,225.79
2016-08-04,8.44,93.44,61.42,230.61
2016-08-05,8.34,97.03,62.75,230.03
2016-08-08,8.37,95.11,64.24,226.16
2016-08-09,8.37,93.99,63.41,229.08
2016-08-10,8.39,93.93,63.67,225.65
2016-08-11,8.46,95.89,66.25,224.91
2016-08-12,8.62,96.59,67.31,225.61
2016-08-15,8.7,95.31,67.91,225.59
2016-08-16,8.6,95.12,67.43,223.61
2016-08-17,8.59,96.37,67.27,223.24
2016-08-18,8.64,96.16,68.22,223.51
2016-08-19,8.7,95.87,68.52,225
2016-08-22,8.73,95.26,68.07,222.93
2016-08-23,8.9,95.94,69.13,224.84
2016-08-24,8.75,95.18,68.87,222.62
2016-08-25,8.7,97.32,73.28,220.96
2016-08-26,8.6,97.58,73.56,219.99
2016-08-29,9.05,97.3,72.98,215.2
2016-08-30,8.81,97.45,71.98,211.34
2016-08-31,8.64,97.45,71.37,212.01
2016-09-01,8.49,97.38,70.37,200.77
